CCLE_ID,depMapID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,OriginalSourceofCellLine,Characteristics,GrowthMedium,Supplements,FreezingMedium,DoublingTimefromVendor,DoublingTimeCalculatedhrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code,NameAstra
JHOS2_OVARY,-132,"JHOS-2",primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,45,asian,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"<undefined>","DMEM:F12 + 10% FBS","0.1 mM NEAA",5,<undefined>,133.4,ovary,ovary,Ovary:Carcinoma,121.5827559,OV,
MCF7_BREAST,-19,"MCF7",metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,69,caucasian,<undefined>,Caucasian,pleura,breast_cancer,CCLE,ATCC,"ADHERENT CELLS","EMEM+10% FBS","0.01 mg/ml bovine insulin",5,<undefined>,84.9,breast,breast,Breast:Carcinoma,95.02326297,BRCA,MCF7
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-406,"U-937",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,<undefined>,37,caucasian,<undefined>,Caucasian,pleura,histiocytic_lymphoma,CCLE,NIBRI,"<undefined>","RPMI-1640 + 10% FBS","NA",5,<undefined>,115.9,lymphoma_DLBCL,AML,Lymphoma:NH_B_cell,125.2330331,DLBC,
SKLMS1_SOFT_TISSUE,-145,"SK-LMS-1",primary,soft_tissue,fibrous_tissue_and_uncertain_origin,vulva,NS,sarcoma,NS,NS,NS,female,<undefined>,43,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,soft_tissue,soft_tissue,NA,81.05910683,NA,
HUTU80_SMALL_INTESTINE,-538,"HuTu 80",primary,small_intestine,duodenum,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,53,caucasian,<undefined>,African_american,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,other,other,NA,129.2237006,NA,
HCC202_BREAST,-725,"HCC202",primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,82,caucasian,<undefined>,Caucasian,<undefined>,ductal_carcinoma,CCLE,ATCC,"Adherent","RPMI+10%FBS","NA",5,<undefined>,261.1,breast,breast,Breast:Carcinoma,159.6353575,BRCA,
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-72,"MEG-01",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,NS,NS,male,<undefined>,55,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,CML,CML,Leukemia:CML,98.17774552,LCML,
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-960,"Reh",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,female,<undefined>,15,north_african,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Lymphoblast suspension","RPMI 1640+10%FBS","NA",5,<undefined>,62.7,B-cell_ALL,B-cell_ALL,Leukemia:ALL,485.4417354,ALL,
ONS76_CENTRAL_NERVOUS_SYSTEM,-776,"ONS-76",primary,central_nervous_system,brain,NS,NS,primitive_neuroectodermal_tumour-medulloblastoma,NS,NS,NS,female,<undefined>,2,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,HSSRB,"epithelial-like","RPMI 1640 medium with 10% fetal bovine serum","NA",NaN,NA,NaN,medulloblastoma,medulloblastoma,CNS:Medulloblastoma,222.6179875,MB,
RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1182,"RPMI 6666",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoblastoid,B_cell,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,lymphoma_Hodgkin,lymphoma_Hodgkin,NA,NaN,NA,
SNUC1_LARGE_INTESTINE,-722,"SNU-C1",metastasis,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,71,asian,<undefined>,Asian,peritoneum,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,colorectal,colorectal,Colorectal:Carcinoma,201.5597753,COAD/READ,
SKNDZ_AUTONOMIC_GANGLIA,-366,"SK-N-DZ",metastasis,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,female,<undefined>,2,caucasian,<undefined>,Caucasian,bone_marrow,neuroblastoma,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,105.5585115,NB,
DMS114_LUNG,-530,"DMS 114",primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,68,caucasian,<undefined>,Caucasian,<undefined>,lung_cancer,CCLE,ATCC,"Adherent","Waymouth MB 7521 medium+10%FBS","NA",5,<undefined>,77.7,lung_small_cell,lung_small_cell,Lung:SCLC,140.1947167,SCLC,DMS114
TT_OESOPHAGUS,-561,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,HSSRB,"<undefined>","DMEM:HAM's F12  1:1  +10% FBS","NA",10,1.2 days,51.8,esophagus,esophagus,NA,170.0951327,ESCA,
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1146,"OCI-LY10",primary,haematopoietic_and_lymphoid_tissue,lymph_node,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NA,"NA","NA","NA",NaN,NA,NaN,lymphoma_DLBCL,lymphoma_DLBCL,NA,NaN,DLBC,
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-567,"ST486",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,female,<undefined>,NaN,<undefined>,<undefined>,Caucasian,ascites,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,91.43886081,DLBC,
OC315_OVARY,-1144,"OC 315",primary,ovary,NS,NS,NS,carcinoma,serous_carcinoma,NS,NS,female,<undefined>,49,<undefined>,<undefined>,NA,<undefined>,<undefined>,CCLE,ICLC,"Epithelial-like grown as monolayer","RPMI+10%FBS","2mM L-Glutamine",NaN,<undefined>,32.7,ovary,ovary,NA,NaN,OV,
OC314_OVARY,-962,"OC 314",metastasis,ovary,NS,NS,NS,carcinoma,serous_carcinoma,NS,NS,female,<undefined>,39,<undefined>,<undefined>,Caucasian,ascites,<undefined>,CCLE,ICLC,"Epithelial-like grown in monolayer","RPMI+10%FBS","2mM L-glutamine",5,<undefined>,41.8,ovary,ovary,Ovary:Carcinoma,532.8167513,OV,
SW1353_BONE,-418,"SW 1353",primary,bone,humerus,NS,NS,chondrosarcoma,NS,NS,NS,female,<undefined>,72,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"Adherent Fibroblast","RPMI1640 + 10%FBS","<undefined>",NaN,<undefined>,101.3,chondrosarcoma,chondrosarcoma,Bone:Sarcoma_Chondro,104.8362941,SARC,
MDAMB157_BREAST,-621,"MDA-MB-157",metastasis,breast,NS,NS,NS,carcinoma,ductal_carcinoma,medullary,NS,female,<undefined>,44,african_american,<undefined>,African_american,pleura,breast_cancer,CCLE,ATCC,"Adherent","RPMI+10%FBS","NA",5,<undefined>,106.4,breast,breast,Breast:Carcinoma,136.815293,BRCA,MDAMB157
LN18_CENTRAL_NERVOUS_SYSTEM,-819,"LN-18",primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,<undefined>,65,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"ADHERENT","DMEM+5% FBS","NA",5,<undefined>,47.4,glioma,glioma,CNS:Glioma_HighGrade,204.7916266,GBM,
769P_KIDNEY,-411,"769-P",primary,kidney,NS,NS,NS,carcinoma,clear_cell_renal_cell_carcinoma,NS,NS,female,<undefined>,63,caucasian,<undefined>,Caucasian,<undefined>,kidney_cancer,CCLE,ATCC,"Epithelial adherent","RPMI1640+10%FBS","NA",5,<undefined>,31.5,kidney,kidney,Kidney:Carcinoma,104.2734932,KIRC,769P
786O_KIDNEY,-649,"786-O",primary,kidney,NS,NS,NS,carcinoma,clear_cell_renal_cell_carcinoma,NS,NS,male,<undefined>,58,caucasian,<undefined>,Caucasian,<undefined>,kidney_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,kidney,kidney,Kidney:Carcinoma,170.9658415,KIRC,7860
CAOV3_OVARY,-713,"Caov-3",primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,54,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,ovary,ovary,Ovary:Carcinoma,140.9123842,OV,
HEPG2_LIVER,-739,"Hep G2",primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,<undefined>,15,caucasian,argentina,Caucasian,<undefined>,liver_cancer,CCLE,NIBRI/ATCC,"Epithelial adherent","EMEM +10%FBS","NA",5,<undefined>,40.7,liver,liver,Liver:HCC,169.6811465,LIHC,
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1127,"MOLT-4",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,NS,NS,male,<undefined>,19,<undefined>,<undefined>,Caucasian,<undefined>,leukaemia,CCLE,NA,"NA","NA","NA",NaN,NA,NaN,T-cell_ALL,T-cell_ALL,NA,NaN,ALL,MOLT4
NCIH524_LUNG,-816,"NCI-H524",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,63,caucasian,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,ATCC,"Suspension","RPMI-1640+10%FBS","NA",5,<undefined>,425,lung_small_cell,lung_small_cell,Lung:SCLC,187.2021362,SCLC,
NCIH209_LUNG,-290,"NCI-H209",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,55,caucasian,<undefined>,Caucasian,bone_marrow,lung_cancer,CCLE,<undefined>,"Suspension","RPMI-1640+10%FBS","NA",5,<undefined>,115.6,lung_small_cell,lung_small_cell,Lung:SCLC,98.23803075,SCLC,NCIH209
MIAPACA2_PANCREAS,-601,"MIA PaCa-2",primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,<undefined>,65,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,pancreas,pancreas,Pancreas:Carcinoma,139.6416545,PAAD,MIAPACA2
MCAS_OVARY,-796,"MCAS",primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,Ovarian Cancer,CCLE,HSRRB,"Adherent; DT=27hrs","EMEM+20%FBS","NA",5,27 hrs,30,ovary,ovary,Ovary:Carcinoma,232.1814139,OV,
SBC5_LUNG,-670,"SBC-5",primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,lung_cancer,CCLE,HSRRB,"Adherent","EMEM+10%FBS","NA",5,<undefined>,44.01717,lung_small_cell,lung_small_cell,Lung:SCLC,180.3660079,SCLC,SBC5
COLO829_SKIN,-644,"COLO 829",primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,<undefined>,45,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Adherent fibroblast.","RPMI-1640+10% FBS","NA",5,<undefined>,126.9,melanoma,melanoma,Skin:Melanoma,113.6271407,SKCM,
VCAP_PROSTATE,-115,"VCaP",metastasis,prostate,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,59,caucasian,<undefined>,Caucasian,vertebra,prostate_cancer,CCLE,ATCC,"Adherent","DMEM + 10% FBS","NA",5,<undefined>,NaN,prostate,prostate,Prostate:Carcinoma,84.97649095,PRAD,
COLO704_OVARY,-1042,"COLO-704",metastasis,ovary,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,46,caucasian,<undefined>,Caucasian,ascites,metastatic_ovarian_cancer,CCLE,DSMZ,"Grow as clusters and single cells in suspension; dt=30-40hrs","RPMI-1640+10%FBS","NA",10,30-40 hrs,88.3,ovary,ovary,NA,NaN,OV,
IPC298_SKIN,-915,"IPC-298",primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,<undefined>,64,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,DSMZ,"Adherent","RPMI 1640+10%FBS","NA",5,30 hrs,29,melanoma,melanoma,Skin:Melanoma,317.892098,SKCM,
CAPAN2_PANCREAS,-107,"Capan-2",primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,<undefined>,56,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,pancreas,pancreas,Pancreas:Carcinoma,75.23691952,PAAD,
EFM192A_BREAST,-117,"EFM-192A",metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,46,caucasian,<undefined>,Caucasian,pleura,breast_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,96.7,breast,breast,Breast:Carcinoma,81.56505021,BRCA,
HS766T_PANCREAS,-178,"Hs 766T",metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,<undefined>,46,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,pancreas,pancreas,Pancreas:Carcinoma,74.11662251,PAAD,
EFO27_OVARY,-936,"EFO-27",metastasis,ovary,NS,NS,NS,carcinoma,mucinous_carcinoma,NS,NS,female,<undefined>,36,<undefined>,<undefined>,Caucasian,omentum,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,ovary,ovary,Ovary:Carcinoma,426.5639766,OV,
A2780_OVARY,-657,"A2780",primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,NaN,<undefined>,<undefined>,African_american,<undefined>,ovarian_cancer,CCLE,NIBRI,"Monolayer and suspension","RPMI1640+10%FBS","2mM L-Glutamine",NaN,<undefined>,73.3,ovary,ovary,Ovary:Carcinoma,206.5489916,UNABLE TO CLASSIFY,
NCIH196_LUNG,-752,"NCI-H196",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,68,caucasian,<undefined>,Caucasian,pleura,<undefined>,CCLE,ATCC,"Adherent","RPMI+10%FBS","NA",5,<undefined>,75.3,lung_small_cell,lung_small_cell,Lung:SCLC,168.9440631,SCLC,
IGROV1_OVARY,-966,"IGROV1",primary,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,47,<undefined>,<undefined>,Caucasian,<undefined>,ovarian_cancer,CCLE,NCI/DCTD,"<undefined>","RPMI-1640 + 10% FBS","NA",5,<undefined>,43.3,ovary,ovary,Ovary:Carcinoma,633.1090359,OV,IGROV1
NCIH889_LUNG,-297,"NCI-H889",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,female,<undefined>,69,caucasian,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,ATCC,"clusters in suspension","RPMI-1640+10%FBS","NA",5,<undefined>,NaN,lung_small_cell,lung_small_cell,Lung:SCLC,104.7870455,SCLC,
NCIH211_LUNG,-639,"NCI-H211",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,female,<undefined>,50,caucasian,<undefined>,Caucasian,bone_marrow,<undefined>,CCLE,ATCC,"Suspension","RPMI-1640+10%FBS","NA",5,<undefined>,176,lung_small_cell,lung_small_cell,Lung:SCLC,144.3860352,SCLC,
HS571T_OVARY,-1092,"Hs 571.T",primary,ovary,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,65,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Adherent; fibroblasts; very slow grower","DMEM+10%FBS","NA",5,<undefined>,NaN,ovary,fibroblast_like,NA,NaN,NA,
MDAPCA2B_PROSTATE,-952,"MDA PCa 2b",metastasis,prostate,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,63,african_american,<undefined>,African_american,bone,prostate_cancer,CCLE,ATCC,"adherent epithelial","HAMS F12 +20% FBS","5ug/ml insulin, 10ug/ml transferrin, 30nM Na Selenite, 10nM Hydrocortisone, 10nM Beta-estradiol, 10mM HEPES, 2mM L-glutamine",5,<undefined>,NaN,prostate,prostate,Prostate:Carcinoma,547.7072342,PRAD,
SKMEL24_SKIN,-822,"SK-MEL-24",metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,<undefined>,67,caucasian,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,ATCC,"Adherent","EMEM + 10% FBS","0.1 mM NEAA",5,<undefined>,110.8,melanoma,melanoma,Skin:Melanoma,180.5878482,SKCM,
K029AX_SKIN,-404,"K029AX",primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,Skin Cancer,CCLE,Acd Lab,"<undefined>","RPMI-1640+10% FBS","NA",5,<undefined>,57,melanoma,melanoma,Skin:Melanoma,95.97901737,SKCM,
HT1376_URINARY_TRACT,-724,"HT-1376",primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,female,<undefined>,58,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,<undefined>,"Epithelial adherent","EMEM +10%FBS","NA",5,<undefined>,NaN,urinary_tract,urinary_tract,Bladder:Carcinoma,164.4186284,BLCA,HT1376
NCIH2171_LUNG,-525,"NCI-H2171",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,50,caucasian,<undefined>,Caucasian,pleura,<undefined>,CCLE,ATCC,"Suspension; floating clusters","DMEM:F12+5% FBS","5ug/ml insulin, 10ug/ml transferrin, 30nM Na Selenite, 10nM Hydrocortisone, 10nM Beta-estradiol, 10mM HEPES, 2mM L-glutamine",5,<undefined>,86.1,lung_small_cell,lung_small_cell,Lung:SCLC,123.3168857,SCLC,NCIH2171
PANC1005_PANCREAS,-60,"Panc 10.05",primary,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,<undefined>,NaN,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,pancreas,pancreas,Pancreas:Carcinoma,77.83727094,PAAD,
EVSAT_BREAST,-1065,"EVSA-T",metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,NaN,<undefined>,<undefined>,Caucasian,ascites,<undefined>,CCLE,NA,"NA","NA","NA",NaN,NA,NaN,breast,breast,NA,NaN,BRCA,
HS695T_SKIN,-799,"Hs 695T",metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,<undefined>,26,caucasian,<undefined>,Caucasian,lymph_node,melanoma,CCLE,ATCC,"Adherent","EMEM +10%FBS","0.1mM NEAA",5,<undefined>,148.6,melanoma,melanoma,Skin:Melanoma,167.0747294,SKCM,
CHL1_SKIN,-1024,"CHL-1",primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Epithelial Adherent","RPMI1640+15%FBS","NA",5,<undefined>,48.7,melanoma,melanoma,NA,NaN,SKCM,
LOUNH91_LUNG,-176,"LOU-NH91",primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,<undefined>,64,<undefined>,<undefined>,Caucasian,<undefined>,Lung Cancer,CCLE,DSMZ,"ADHERENT OVOID TO EPITHELOID CELLS GROWING IN MONOLAYERS","RPMI-1640 + 20% FBS","2mM L-GLUTAMINE",5,<undefined>,101.6,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,91.72271944,LUSC,
LK2_LUNG,-769,"LK-2",primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,lung_cancer,CCLE,RIKEN,"EPITHELIAL-LIKE ADHERENT CELLS","RPMI-1640+10%FBS","NA",5,<undefined>,71,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,191.7691364,LUSC,LK2
TOV21G_OVARY,-885,"TOV-21G",primary,ovary,NS,NS,NS,carcinoma,clear_cell_carcinoma,NS,NS,female,<undefined>,62,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,<undefined>,"Adherent","MCDB 105 1:1 Media 199 +10%FBS","NA",5,<undefined>,44.1,ovary,ovary,Ovary:Carcinoma,241.6461598,OV,
SKMEL3_SKIN,-423,"SK-MEL-3",metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,female,<undefined>,42,caucasian,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,<undefined>,"Fibroblast like adherent","McCoy 5A+15%FBS","NA",5,<undefined>,387,melanoma,melanoma,Skin:Melanoma,108.4491201,SKCM,
ASPC1_PANCREAS,-222,"AsPC-1",metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,62,caucasian,<undefined>,Caucasian,ascites,pancreatic_cancer,CCLE,ATCC,"Adherent","RPMI-1640 10% FBS +1 mM Sodium pyruvate","NA",5,<undefined>,171.5,pancreas,pancreas,Pancreas:Carcinoma,88.07978724,PAAD,ASPC1
OVSAHO_OVARY,-409,"OVSAHO",metastasis,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,56,asian,japan,Asian,abdomen,Ovarian Cancer,CCLE,HSSRB,"Adherent / Mixed 0.05% TRYPSIN","RPMI-1640+10%FBS","NA",5,<undefined>,61.7,ovary,ovary,Ovary:Carcinoma,129.7340268,OV,
NCIH441_LUNG,-638,"NCI-H441",metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Caucasian,pericardial_effusion,<undefined>,CCLE,ATCC,"Adherent; DT=58hrs","RPMI-1640+10%FBS","NA",5,58,279,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,131.3333424,LUAD,NCIH441
RERFLCSQ1_LUNG,-442,"RERF-LC-Sq1",primary,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,<undefined>,74,asian,<undefined>,Asian,<undefined>,Lung Cancer,CCLE,HSRRB,"ADHERENT; 0.05% TRYPSIN","RPMI-1640 +10% FBS","NA",5,<undefined>,NaN,lung_NSC,lung_NSC,NA,150.1872136,LUSC,RERFLCSQ1
NCIH2030_LUNG,-521,"NCI-H2030",metastasis,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,ATCC,"adherent; epithelial","RPMI-1640+10%FBS","NA",5,<undefined>,57.4,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,113.2454435,LUAD,NCIH2030
HMCB_SKIN,-931,"HMCB",primary,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,Skin Cancer,CCLE,<undefined>,"Epithelial adherent","EMEM +10%FBS","NEAA, 10mM Hepes, 10mM Sodium Pyruvate",5,<undefined>,63.7,melanoma,melanoma,Skin:Melanoma,366.8132605,SKCM,
FUOV1_OVARY,-574,"FU-OV-1",primary,ovary,NS,NS,NS,carcinoma,serous_carcinoma,NS,NS,female,<undefined>,65,asian,japan,Asian,<undefined>,ovarian_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,ovary,ovary,Ovary:Carcinoma,168.063347,OV,
MALME3M_SKIN,-477,"Malme-3M",metastasis,skin,NS,NS,NS,malignant_melanoma,NS,NS,NS,male,<undefined>,43,caucasian,<undefined>,Caucasian,lung,skin_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,122.9,melanoma,melanoma,Skin:Melanoma,111.6048074,SKCM,MALME3M
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-380,"KMS-12-BM",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,plasma_cell_myeloma,NS,NS,female,<undefined>,64,<undefined>,<undefined>,Asian,<undefined>,Multiple Myeloma,CCLE,DSMZ,"Supsension","RPMI-1640+20% FBS","<undefined>",5,<undefined>,NaN,multiple_myeloma,multiple_myeloma,Lymphoma:Multiple_Myeloma,127.1502309,MM,
T98G_CENTRAL_NERVOUS_SYSTEM,-571,"T98G",primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,<undefined>,61,caucasian,<undefined>,Caucasian,<undefined>,brain_cancer,CCLE,ATCC,"adherent fibroblast","EMEM+10% FBS","NA",5,<undefined>,37,glioma,glioma,CNS:Glioma_HighGrade,130.3439871,GBM,
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2,"HL-60",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M2,NS,female,<undefined>,35,caucasian,<undefined>,Caucasian,<undefined>,leukaemia,CCLE,ATCC,"suspension; do not allow cell concentration to exceed 1e6cells/ml","IMDM+20 % FBS","na",5,<undefined>,113.3,AML,AML,Leukemia:AML,81.13367296,LAML,HL60
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,-863,"DBTRG-05MG",primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,female,<undefined>,59,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"ADHERENT FIBROBLAST","RPMI-1640+10% FBS","HEPES, ADENOSINE TRIPHOSPHATE, AMINO ACIDS",5,<undefined>,54.2,glioma,glioma,CNS:Glioma_HighGrade,204.713137,GBM,
